fold,val_accuracy,val_loss,val_f1_score,val_precision,val_recall,epochs_completed
1,0.9261363744735718,0.2771229147911072,0.914786700176105,0.9225359874044085,0.9106445406445406,58
2,0.9200000166893005,0.1874433308839798,0.9098527673797022,0.9173160173160173,0.9180701754385965,54
3,0.9257143139839172,0.2633780539035797,0.9084012703827848,0.9147078565980168,0.9093042246138221,41
4,0.9142857193946838,0.3116307556629181,0.915962999264886,0.9160642505069749,0.917425078946818,24
5,0.8514285683631897,0.46114489436149597,0.8327932519654316,0.8417449874686718,0.8417584750193445,34
