fold,accuracy,loss,f1_score,precision,recall
1,0.9204545617103577,0.3156803846359253,0.9120715219218785,0.92236302901181,0.9103835978835979
2,0.9257143139839172,0.2096632868051529,0.9272671584038001,0.9264035087719298,0.9323558897243108
3,0.8799999952316284,0.31845971941947937,0.8604302761873275,0.8716642616642616,0.8599285226422124
4,0.9314285516738892,0.24997404217720032,0.9321005965608791,0.9345620160837551,0.9314101679319071
5,0.8514285683631897,0.38000762462615967,0.8435626788885303,0.8525379146710416,0.845002405002405
