fold,accuracy,loss,f1_score,precision,recall
1,0.9034090638160706,0.6194306015968323,0.8934725193135904,0.9035950480094941,0.8932804232804233
2,0.8971428275108337,0.5233882069587708,0.8829669326848102,0.8934420289855073,0.8937593984962404
3,0.9028571248054504,0.5116668939590454,0.8932796371554901,0.8968308591992802,0.8978493334786242
4,0.9200000166893005,0.47730180621147156,0.9206118538742188,0.9260614385614385,0.9169488884706276
5,0.8742856979370117,0.6559662818908691,0.8713148431080121,0.8849782003638629,0.8657166907166907
