epoch,loss,accuracy,val_loss,val_accuracy
1,2.3967998027801514,0.3038516342639923,1.7168601751327515,0.6171428561210632
2,1.7126877307891846,0.5007132887840271,1.3767422437667847,0.6628571152687073
3,1.468214511871338,0.5649072527885437,1.2160937786102295,0.6800000071525574
4,1.300795555114746,0.64051353931427,1.12163245677948,0.7142857313156128
5,1.2115432024002075,0.6847360730171204,1.057809591293335,0.7428571581840515
6,1.1316783428192139,0.703281044960022,1.02793288230896,0.7200000286102295
7,1.1091188192367554,0.7132667899131775,0.9713613390922546,0.7828571200370789
8,1.0144810676574707,0.7489300966262817,0.9582710266113281,0.7599999904632568
9,1.0030796527862549,0.7389443516731262,0.8948469161987305,0.7771428823471069
10,0.9504476189613342,0.7717546224594116,0.8964475989341736,0.7942857146263123
11,0.9273449778556824,0.7746077179908752,0.8780669569969177,0.800000011920929
12,0.9033198952674866,0.7945791482925415,0.8959444761276245,0.7714285850524902
13,0.8650380373001099,0.7902995944023132,0.8549864888191223,0.8114285469055176
14,0.8819836974143982,0.7703281044960022,0.8260871171951294,0.800000011920929
15,0.8641833066940308,0.7960057258605957,0.8001852631568909,0.8571428656578064
16,0.8365673422813416,0.8216832876205444,0.825722336769104,0.822857141494751
17,0.8469489812850952,0.8174037337303162,0.7902412414550781,0.8514285683631897
18,0.8658872246742249,0.7860199809074402,0.8311939239501953,0.7828571200370789
19,0.8187493681907654,0.8017118573188782,0.8387155532836914,0.8057143092155457
20,0.7678188681602478,0.8288159966468811,0.8044301867485046,0.7942857146263123
21,0.7935422658920288,0.804564893245697,0.7647499442100525,0.822857141494751
22,0.7736666798591614,0.8259629011154175,0.7921306490898132,0.800000011920929
23,0.7567397356033325,0.8231098651885986,0.8236729502677917,0.7885714173316956
24,0.7563786506652832,0.8259629011154175,0.824432373046875,0.8342857360839844
25,0.7391391396522522,0.820256769657135,0.8428061604499817,0.7771428823471069
26,0.765410840511322,0.8131241202354431,0.7451298236846924,0.8628571629524231
27,0.7051013708114624,0.8388017416000366,0.7298132181167603,0.868571400642395
28,0.7425171136856079,0.820256769657135,0.7653802633285522,0.845714271068573
29,0.73500657081604,0.835948646068573,0.7683614492416382,0.800000011920929
30,0.7502673864364624,0.820256769657135,0.7278165817260742,0.822857141494751
31,0.7026681303977966,0.8430812954902649,0.7547049522399902,0.822857141494751
32,0.6863695979118347,0.8416547775268555,0.7271145582199097,0.8514285683631897
33,0.7210923433303833,0.8231098651885986,0.779845118522644,0.822857141494751
34,0.7126325964927673,0.8273894190788269,0.7330964207649231,0.8399999737739563
35,0.6715958118438721,0.851640522480011,0.7705157399177551,0.822857141494751
36,0.6879853010177612,0.8373751640319824,0.7007352709770203,0.845714271068573
37,0.6586579084396362,0.8416547775268555,0.7470452785491943,0.8399999737739563
38,0.7650490999221802,0.8031383752822876,0.7356459498405457,0.8342857360839844
39,0.621894121170044,0.8701854348182678,0.7434279918670654,0.8171428442001343
40,0.6418700814247131,0.855920135974884,0.6818224787712097,0.868571400642395
41,0.674528956413269,0.835948646068573,0.7212731242179871,0.8285714387893677
42,0.6639097929000854,0.8487874269485474,0.6780855059623718,0.8514285683631897
43,0.6506919860839844,0.8473609089851379,0.7109218239784241,0.8571428656578064
44,0.6779094934463501,0.8459343910217285,0.6978307962417603,0.8171428442001343
45,0.6203129887580872,0.855920135974884,0.7228290438652039,0.8399999737739563
46,0.6354429721832275,0.851640522480011,0.7735574841499329,0.8171428442001343
47,0.6258675456047058,0.8530670404434204,0.7163127064704895,0.8628571629524231
48,0.6582724452018738,0.8373751640319824,0.7015190124511719,0.8514285683631897
49,0.6252453327178955,0.8445078730583191,0.7278898358345032,0.845714271068573
50,0.6581620573997498,0.851640522480011,0.7657163739204407,0.822857141494751
51,0.6326777338981628,0.855920135974884,0.7918840646743774,0.800000011920929
52,0.6265513896942139,0.8644793033599854,0.6559663414955139,0.8742856979370117
53,0.6044126749038696,0.8687589168548584,0.7409772872924805,0.8399999737739563
54,0.582525908946991,0.8758915662765503,0.7592005133628845,0.8399999737739563
55,0.6010332703590393,0.8687589168548584,0.7047832608222961,0.8628571629524231
56,0.5455713868141174,0.8787446618080139,0.6736969351768494,0.8799999952316284
57,0.6490781307220459,0.8316690325737,0.6655808687210083,0.8628571629524231
58,0.5961613059043884,0.871612012386322,0.751200795173645,0.8057143092155457
59,0.6178969144821167,0.840228259563446,0.7113924026489258,0.8628571629524231
60,0.5666084885597229,0.8801711797714233,0.6667225360870361,0.8799999952316284
61,0.6096829771995544,0.8601996898651123,0.6708309650421143,0.8799999952316284
62,0.5760824084281921,0.8730385303497314,0.669398307800293,0.8857142925262451
