fold,val_accuracy,val_loss,val_f1_score,val_precision,val_recall,epochs_completed
1,0.875,0.37491312623023987,0.8520741284062663,0.8580502293692216,0.8512530062530063,94
2,0.8971428275108337,0.22349879145622253,0.8888154683279424,0.8972959614120942,0.8846997929606626,96
3,0.9257143139839172,0.18943174183368683,0.9084536856360771,0.9225174825174826,0.9080516366221036,95
4,0.8914285898208618,0.2762942314147949,0.8909635225882365,0.8967834708577744,0.8876459209067905,92
5,0.868571400642395,0.411340594291687,0.8585571519537221,0.8634409761778181,0.8563251563251564,75
