epoch,loss,accuracy,val_loss,val_accuracy
1,2.236077308654785,0.18544936180114746,2.1557259559631348,0.2800000011920929
2,2.0820844173431396,0.2539229691028595,1.938862681388855,0.3085714280605316
3,1.8766590356826782,0.3338088393211365,1.7019262313842773,0.4114285707473755
4,1.7062182426452637,0.37945792078971863,1.5338258743286133,0.4514285624027252
5,1.5422307252883911,0.407988578081131,1.3833725452423096,0.5028571486473083
6,1.3995305299758911,0.4750356674194336,1.2411047220230103,0.5885714292526245
7,1.297743558883667,0.4978601932525635,1.1518380641937256,0.6342856884002686
8,1.1795198917388916,0.5606276988983154,1.0261404514312744,0.6857143044471741
9,1.10581636428833,0.5848787426948547,0.9412913918495178,0.6742857098579407
10,1.008915662765503,0.6476462483406067,0.8890613913536072,0.691428542137146
11,0.9596384167671204,0.6119828820228577,0.8376669883728027,0.7485714554786682
12,0.8867303133010864,0.6804565191268921,0.7705669403076172,0.7542856931686401
13,0.8497492671012878,0.7118402123451233,0.750608503818512,0.800000011920929
14,0.7940704226493835,0.7118402123451233,0.7469966411590576,0.7257142663002014
15,0.8013094663619995,0.6904422044754028,0.7102561593055725,0.7771428823471069
16,0.7601426243782043,0.71897292137146,0.6811496019363403,0.7485714554786682
17,0.7148539423942566,0.7375178337097168,0.6894060969352722,0.7428571581840515
18,0.7000343799591064,0.7389443516731262,0.6678376197814941,0.7485714554786682
19,0.6541895866394043,0.7631954550743103,0.6513477563858032,0.7771428823471069
20,0.6483608484268188,0.773181140422821,0.6138346195220947,0.7942857146263123
21,0.6238154172897339,0.773181140422821,0.6367915868759155,0.7542856931686401
22,0.6235276460647583,0.7831668853759766,0.6217735409736633,0.7428571581840515
23,0.6129558086395264,0.7746077179908752,0.6134445071220398,0.7485714554786682
24,0.57178795337677,0.7960057258605957,0.5932302474975586,0.7485714554786682
25,0.5685408115386963,0.8059914112091064,0.5896754264831543,0.7828571200370789
26,0.5300455093383789,0.8116976022720337,0.5566301345825195,0.822857141494751
27,0.493990033864975,0.835948646068573,0.5219351053237915,0.822857141494751
28,0.5105381608009338,0.8216832876205444,0.5779759883880615,0.7771428823471069
29,0.4741305708885193,0.840228259563446,0.5360404253005981,0.8114285469055176
30,0.4903756380081177,0.820256769657135,0.5530032515525818,0.8114285469055176
31,0.48500341176986694,0.8059914112091064,0.5689738988876343,0.7942857146263123
32,0.43946701288223267,0.8388017416000366,0.5580033659934998,0.7942857146263123
33,0.4501428008079529,0.8373751640319824,0.5245510935783386,0.8285714387893677
34,0.4347759187221527,0.835948646068573,0.5462785363197327,0.7828571200370789
35,0.4114006757736206,0.851640522480011,0.5106551647186279,0.8285714387893677
36,0.4094926118850708,0.8502140045166016,0.5152952075004578,0.822857141494751
37,0.41846564412117004,0.8459343910217285,0.5344073176383972,0.8114285469055176
38,0.35749271512031555,0.8744650483131409,0.509691596031189,0.8399999737739563
39,0.4056740403175354,0.8587731719017029,0.49537554383277893,0.8342857360839844
40,0.381848007440567,0.8687589168548584,0.49424073100090027,0.8171428442001343
41,0.3570782244205475,0.883024275302887,0.5001012682914734,0.8285714387893677
42,0.32145339250564575,0.8858773112297058,0.480087012052536,0.8342857360839844
43,0.3512617349624634,0.8701854348182678,0.4848828911781311,0.8342857360839844
44,0.35211846232414246,0.8773181438446045,0.49126943945884705,0.8399999737739563
45,0.34261026978492737,0.871612012386322,0.4650990068912506,0.845714271068573
46,0.3357187509536743,0.8815976977348328,0.4919956624507904,0.822857141494751
47,0.3254075348377228,0.8858773112297058,0.4721483886241913,0.845714271068573
48,0.3426346480846405,0.8844507932662964,0.47108498215675354,0.845714271068573
49,0.3206883668899536,0.8773181438446045,0.4946289360523224,0.822857141494751
50,0.30406054854393005,0.8887304067611694,0.47101354598999023,0.8514285683631897
51,0.3131892681121826,0.8701854348182678,0.46029311418533325,0.8514285683631897
52,0.2868122458457947,0.8915834426879883,0.44040846824645996,0.8514285683631897
53,0.28460970520973206,0.8787446618080139,0.47387805581092834,0.8399999737739563
54,0.2879849672317505,0.9044222831726074,0.48257750272750854,0.8171428442001343
55,0.2750386893749237,0.9029957056045532,0.4550938606262207,0.8628571629524231
56,0.2731234133243561,0.9087018370628357,0.4563067555427551,0.8399999737739563
57,0.253873735666275,0.9029957056045532,0.4550152122974396,0.8742856979370117
58,0.2508218288421631,0.9087018370628357,0.44718968868255615,0.8399999737739563
59,0.2357833981513977,0.9144079685211182,0.4378965198993683,0.8571428656578064
60,0.24019384384155273,0.9101284146308899,0.5154842138290405,0.8342857360839844
61,0.26138851046562195,0.8958630561828613,0.42367374897003174,0.868571400642395
62,0.22994041442871094,0.9229671955108643,0.44890913367271423,0.8571428656578064
63,0.23651617765426636,0.9144079685211182,0.419219046831131,0.8742856979370117
64,0.22936852276325226,0.9101284146308899,0.4519719183444977,0.8628571629524231
65,0.21920157968997955,0.9315263628959656,0.411340594291687,0.868571400642395
66,0.218630850315094,0.9258202314376831,0.44422197341918945,0.8742856979370117
67,0.22663380205631256,0.9215406775474548,0.4290708303451538,0.8799999952316284
68,0.20176060497760773,0.9358059763908386,0.44938915967941284,0.8399999737739563
69,0.2345224767923355,0.9072753190994263,0.43990281224250793,0.8628571629524231
70,0.2001529484987259,0.9243937134742737,0.42058372497558594,0.8628571629524231
71,0.19231829047203064,0.9386590719223022,0.46109524369239807,0.868571400642395
72,0.20895779132843018,0.9201140999794006,0.42506322264671326,0.8628571629524231
73,0.22183240950107574,0.9172610640525818,0.4226948320865631,0.8571428656578064
74,0.17676982283592224,0.9358059763908386,0.44266244769096375,0.8514285683631897
75,0.17387130856513977,0.9400855898857117,0.41937726736068726,0.8914285898208618
